"accepted_01" "accepted_02" "accepted_03" "accepted_04" "accepted_05" "accepted_06" "accepted_07" "accepted_08" "accepted_09" "accepted_010" "accepted_1" "accepted_2" "accepted_3" "accepted_4" "accepted_5"
"E004866" 0 0 0 0 0 0 0 0 0 0 24 191 107 82 727
"E004867" 0 0 0 0 0 0 0 0 0 0 8 44 38 11 165
"E004868" 0 0 0 0 0 0 0 0 0 0 8 47 38 13 251
"E004869" 0 0 1 0 0 0 0 0 1 0 10 124 84 10 227
"E004870" 0 0 0 0 0 0 0 0 0 0 12 223 155 12 427
"E004871" 0 0 1 0 0 0 1 0 2 0 41 825 569 46 1617
"E004872" 0 0 1 0 0 0 0 0 1 0 10 124 84 10 227
"E004873" 0 0 1 0 0 0 1 0 2 0 43 874 600 48 1740
"E004874" 0 0 0 0 0 0 0 0 0 0 18 250 231 54 796
"E004875" 0 0 0 0 0 0 0 0 0 0 31 292 311 80 1165
"E004876" 0 0 0 0 0 0 0 0 0 0 53 412 391 74 1827
"E004877" 0 0 0 0 0 0 0 0 0 1 2 49 12 3 22
"E004878" 0 0 1 0 0 0 0 0 0 0 6 96 27 6 22
"E004879" 0 0 0 0 0 0 0 0 1 0 8 84 30 6 66
"E004880" 0 0 0 0 0 0 0 0 0 1 4 1 3 8 19
"E004881" 0 0 0 0 0 0 0 0 0 0 3 1 4 6 41
"E004882" 0 0 0 0 0 0 0 1 0 0 5 1 2 7 29
"E004883" 0 0 0 0 0 0 0 1 0 0 5 1 1 7 29
"E004884" 0 0 0 0 0 0 0 0 0 0 1 0 1 1 9
"E004885" 0 0 0 0 0 0 0 0 0 0 3 1 0 4 11
"E004886" 0 0 0 0 0 0 0 0 0 0 5 1 0 4 19
"E004887" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"E004888" 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0
"E004889" 0 0 0 0 0 0 0 0 0 2 2 0 1 3 21
"E004890" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004891" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004892" 0 0 0 0 0 0 0 0 0 0 6 2 0 1 31
"E004893" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E004894" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004895" 0 0 0 0 0 1 1 2 0 4 22 24 7 4 20
"E004896" 0 0 0 0 0 0 0 0 0 0 1 41 12 5 124
"E004897" 0 0 0 0 0 1 0 0 0 2 5 87 42 11 147
"E004898" 0 0 0 0 0 0 0 0 0 2 14 132 78 31 252
"E004899" 0 0 0 0 0 0 0 0 0 1 7 79 50 20 143
"E004900" 0 0 0 0 0 0 0 0 0 0 6 41 9 12 140
"E004901" 0 0 0 0 1 0 0 0 0 0 3 27 12 16 101
"E004902" 0 1 0 0 0 0 0 0 0 0 3 27 20 18 48
"E004903" 0 0 0 0 0 0 0 0 0 0 2 9 10 5 43
"E004904" 0 0 0 0 0 0 0 0 0 0 5 41 26 9 182
"E004905" 0 0 0 0 0 0 0 0 0 1 35 138 92 40 994
"E004906" 0 0 0 0 0 0 0 0 0 0 11 30 19 13 178
"E004907" 0 0 0 0 0 0 0 0 0 0 10 30 14 17 162
"E004908" 0 0 0 0 0 0 0 0 0 0 5 23 12 9 166
"E004909" 0 0 0 0 0 0 0 0 0 0 6 22 19 10 180
"E004910" 0 0 0 0 0 0 0 0 0 0 16 17 34 15 245
"E004911" 0 0 0 0 0 0 0 0 0 0 7 12 17 12 82
"E004912" 0 0 0 0 0 0 0 0 0 0 4 10 11 7 60
"E004913" 0 0 0 0 1 0 0 0 0 0 30 452 565 57 1359
"E004914" 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"E004915" 0 0 0 0 0 0 0 0 0 1 2 3 2 6 20
"E004916" 0 0 0 0 0 0 0 0 0 0 2 7 5 2 42
"E004917" 0 0 0 0 0 0 0 0 0 0 3 5 6 6 36
"E004918" 0 0 0 0 0 0 0 0 0 0 2 5 6 8 63
"E004919" 0 0 0 0 0 0 0 0 0 0 0 3 1 0 22
"E004920" 0 0 0 0 0 0 0 0 0 0 1 1 1 3 1
"E004921" 0 0 0 0 0 0 0 0 0 0 5 5 3 13 7
"E004922" 0 0 0 0 0 0 0 0 0 0 4 8 4 10 24
"E004923" 0 0 0 0 0 0 0 0 0 0 1 3 0 8 0
"E004924" 0 0 0 0 0 0 0 0 0 0 0 1 2 5 20
"E004925" 0 0 0 0 0 0 0 0 0 0 4 8 12 10 23
"E004926" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E004927" 0 0 0 1 0 1 0 0 0 1 79 67 90 81 664
"E004928" 0 0 0 0 0 0 0 1 1 0 1 3 3 4 43
"E004929" 0 0 0 0 0 0 1 0 0 0 5 11 8 11 68
"E004930" 0 0 0 0 0 0 0 0 0 0 2 10 7 6 25
"E004931" 0 0 0 0 0 0 0 0 0 0 9 30 19 24 85
"E004932" 0 0 0 0 0 0 0 0 0 0 1 16 9 6 120
"E004933" 0 0 0 0 0 0 0 0 0 0 0 6 5 3 44
"E004934" 0 0 0 0 0 1 0 0 0 0 13 26 48 43 512
"E004935" 1 0 0 0 1 1 0 0 0 0 8 5 8 14 95
"E004936" 0 0 0 0 0 0 0 0 0 2 25 23 25 56 613
"E004937" 0 0 0 0 0 0 0 0 1 0 13 19 29 81 612
"E004938" 0 0 0 0 0 0 1 2 1 4 9 16 33 55 615
"E004939" 0 0 0 0 0 1 1 0 0 1 24 37 39 3 228
"E004940" 0 0 0 0 0 2 3 3 1 0 139 107 97 13 441
"E004941" 0 0 0 0 0 3 1 3 0 0 202 195 162 26 685
"E004942" 0 0 0 0 0 1 1 1 4 1 151 190 163 35 771
"E004943" 0 0 0 0 0 0 0 0 0 0 3 1 1 0 6
"E004944" 0 0 0 0 0 1 0 1 4 2 0 1 5 0 1
"E004945" 0 1 0 1 1 1 0 2 7 2 0 1 4 1 30
"E004946" 0 1 1 1 0 1 3 1 0 0 0 1 1 2 20
"E004947" 0 0 0 1 1 1 0 1 3 1 0 1 2 0 0
"E004948" 0 0 4 0 3 0 1 0 5 1 2 2 3 0 0
"E004949" 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2
"E004950" 1 0 0 0 2 4 2 0 5 1 2 4 1 2 12
"E004951" 0 1 0 0 0 0 0 0 0 0 1 25 13 4 33
"E004952" 0 1 0 0 0 0 0 0 0 1 24 390 127 33 472
"E004953" 0 0 0 0 0 0 0 0 0 0 96 222 207 43 855
"E004954" 0 0 0 0 0 0 0 0 0 0 183 515 495 90 2170
"E004955" 0 0 0 0 0 0 0 0 0 0 297 705 644 142 3309
"E004956" 0 0 0 0 0 0 0 0 0 0 67 268 270 38 1252
"E004957" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004958" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004959" 0 0 0 0 0 0 0 1 0 0 71 94 38 39 248
"E004960" 0 0 0 0 0 0 0 1 0 0 113 186 76 62 648
"E004961" 0 0 0 0 0 0 0 0 0 0 124 163 79 81 619
"E004962" 0 0 0 0 0 0 0 0 0 0 113 124 58 48 387
"E004963" 0 0 0 0 0 0 0 0 0 0 94 129 83 40 420
"E004964" 0 0 0 0 0 0 0 0 0 0 42 79 39 25 185
"E004965" 0 0 0 0 0 0 0 0 0 0 70 124 47 37 494
"E004966" 0 0 1 0 0 0 0 0 0 0 90 121 69 47 780
"E004967" 0 10 11 6 10 103 38 13 24 41 19 4 8 18 148
"E004968" 0 0 0 0 0 0 0 0 0 0 2 12 5 3 56
"E004969" 0 0 0 0 0 0 0 0 0 0 3 25 8 4 79
"E004970" 0 0 0 0 1 0 0 0 1 0 3 27 11 2 45
"E004971" 0 0 0 0 3 0 0 0 1 0 2 24 12 1 22
"E004972" 0 0 0 0 0 0 0 0 0 0 0 6 1 2 20
"E004973" 0 0 0 0 0 1 1 1 3 1 18 65 57 47 363
"E004974" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004975" 0 0 0 0 0 0 0 0 0 0 1 7 0 1 1
"E004976" 0 0 0 0 0 0 0 0 0 0 4 21 11 10 65
"E004977" 0 0 0 0 0 0 0 0 1 0 2 5 2 9 39
"E004978" 0 1 1 0 0 1 0 1 0 0 1 4 5 8 101
"E004979" 0 0 1 0 0 1 0 1 0 0 1 3 5 9 79
"E004980" 0 0 1 0 0 1 0 0 0 0 3 5 3 12 83
"E004981" 0 0 0 0 0 0 0 0 0 0 0 6 25 6 143
"E004982" 0 0 0 2 0 1 0 1 0 0 4 9 9 12 56
"E004983" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004984" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004985" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004986" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004987" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004988" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004989" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004990" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E004991" 0 0 0 0 0 0 0 0 0 0 1 7 12 6 80
"E004992" 0 0 0 0 0 0 0 0 0 1 1 9 10 11 155
"E004993" 0 0 0 0 0 0 0 0 0 1 7 36 18 14 125
"E004994" 0 0 0 0 0 0 0 0 0 0 6 7 7 4 70
"E004995" 0 0 0 0 0 0 0 0 0 0 4 9 9 5 63
"E004996" 0 0 0 0 0 2 2 2 0 0 1 6 9 3 102
"E004997" 0 0 0 0 0 0 0 1 1 4 0 2 1 2 60
"E004998" 0 0 0 0 0 0 1 1 1 0 21 3 3 1 105
"E004999" 0 0 0 0 0 0 0 0 0 0 1 3 10 3 60
"E005000" 0 0 0 1 0 0 0 0 0 0 4 43 50 12 378
"E005001" 0 0 0 1 0 2 0 0 0 0 10 105 99 44 730
"E005002" 0 0 0 0 0 0 0 0 0 0 8 105 117 17 704
"E005003" 0 0 0 0 0 0 0 1 0 0 9 14 5 35 141
"E005004" 0 0 0 0 0 0 2 0 0 0 9 7 7 29 85
"E005005" 0 0 1 0 0 2 3 3 0 1 74 50 50 123 587
"E005006" 0 0 0 0 0 0 0 0 0 0 36 73 60 115 601
"E005007" 0 0 0 0 0 0 0 0 0 1 13 27 22 29 130
"E005008" 0 0 0 0 0 0 0 0 0 1 16 25 24 37 244
"E005009" 0 0 0 0 0 0 0 0 0 1 13 26 17 39 269
"E005010" 0 0 0 0 0 0 0 0 0 0 0 4 0 2 0
"E005011" 0 2 0 0 0 0 0 2 2 0 70 780 364 196 1562
"E005012" 0 0 0 0 0 1 0 0 0 0 24 273 115 72 670
"E005013" 0 0 0 0 0 1 0 0 0 0 4 45 31 6 105
"E005014" 0 0 0 0 0 1 0 0 0 0 25 283 137 74 714
"E005015" 0 0 0 0 2 1 1 0 0 0 67 152 132 121 1244
"E005016" 0 0 0 0 1 1 0 0 1 1 78 139 171 203 1683
"E005017" 0 0 0 0 1 0 0 0 0 0 51 108 78 55 797
"E005018" 0 0 0 0 1 1 1 0 0 0 34 92 81 89 673
"E005019" 0 0 0 0 1 1 0 0 1 1 78 139 171 203 1683
"E005020" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E005021" 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0
"E005022" 0 0 2 1 2 4 2 1 0 0 1 1 0 0 0
"E005023" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E005024" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005025" 0 0 0 0 0 1 0 0 0 0 1 2 0 2 0
"E005026" 0 0 0 0 0 0 1 0 2 0 40 224 125 33 509
"E005027" 0 0 0 0 0 0 8 0 3 1 212 794 560 168 2102
"E005028" 0 0 0 0 0 0 0 0 0 0 2 12 3 0 24
"E005029" 0 0 0 0 2 0 0 0 0 0 2 12 4 2 40
"E005030" 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0
"E005031" 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
"E005032" 0 0 0 0 1 0 0 0 0 0 2 4 1 2 0
"E005033" 0 0 0 0 0 0 0 0 0 0 3 3 0 0 16
"E005037" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005040" 0 0 0 0 0 0 1 1 0 0 3 3 1 3 20
"E005041" 0 0 0 1 0 4 0 2 1 1 21 16 7 14 126
"E005042" 0 1 1 0 0 1 2 0 0 0 1 8 3 5 60
"E005043" 0 0 0 0 0 0 0 0 1 0 3 2 4 7 62
"E005044" 0 0 1 0 0 3 0 2 0 1 48 49 62 107 777
"E005045" 0 0 0 0 0 2 0 1 0 0 6 7 9 19 70
"E005046" 0 0 0 1 0 1 0 1 1 0 6 8 10 14 41
"E005047" 0 0 0 0 0 0 0 2 1 1 8 9 2 8 62
"E005048" 0 0 0 0 1 1 1 2 0 2 10 11 4 13 63
"E005049" 0 0 1 0 0 0 0 0 0 0 46 256 180 60 813
"E005050" 0 0 1 0 0 1 0 0 0 0 9 47 22 10 148
"E005051" 0 0 0 0 0 0 0 0 0 0 2 22 16 3 32
"E005052" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E005053" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"E005054" 0 0 0 0 0 1 1 0 0 0 0 0 6 0 17
"E005055" 0 0 0 0 0 0 0 0 0 0 0 0 9 0 20
"E005056" 0 0 0 0 1 0 0 1 0 0 0 0 1 0 19
"E005057" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005058" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005059" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E005060" 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0
"E005061" 0 0 0 0 0 1 0 0 0 0 8 25 28 29 204
"E005062" 0 0 0 1 0 0 0 0 0 0 15 40 46 66 431
"E005063" 0 0 0 0 0 0 0 0 0 0 4 12 9 15 111
"E005064" 0 0 0 0 0 0 0 0 0 0 1 3 6 12 121
"E005065" 0 0 0 0 0 0 0 0 0 0 3 15 11 22 308
"E005066" 0 0 0 0 0 0 0 0 0 0 2 5 4 4 22
"E005067" 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"E005068" 0 0 1 3 1 0 0 0 0 0 1 1 2 1 0
"E005069" 0 2 0 3 4 1 0 0 0 0 0 3 0 6 20
"E005070" 0 1 0 0 0 3 1 0 0 0 73 220 148 114 1006
"E005071" 0 1 0 0 0 2 3 0 0 1 102 259 203 140 1508
"E005072" 0 0 0 0 0 1 0 0 0 0 39 78 64 43 649
"E005073" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005076" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005077" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"E005078" 0 0 0 0 0 0 0 0 0 0 11 19 16 21 148
"E005079" 0 0 0 0 0 0 0 0 1 0 7 9 11 20 69
"E005080" 0 2 0 0 2 1 0 2 2 3 1794 4363 2756 529 11626
"E005081" 0 1 8 0 2 1 0 0 0 0 1944 6063 3348 439 12732
"E005082" 0 0 0 0 0 0 0 0 0 0 1 18 6 1 41
"E005083" 0 0 0 0 0 0 0 0 0 0 2 29 14 2 84
"E005084" 0 0 0 0 0 0 0 0 0 0 3 49 20 5 107
"E005086" 0 0 2 0 0 0 0 0 2 1 109 544 514 130 1759
"E005087" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005088" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005089" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005090" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"E005091" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005092" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005093" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"E005094" 0 0 0 0 0 2 0 0 0 0 12 5 1 5 0
"E005095" 0 0 0 0 0 1 0 0 0 1 5 9 5 44 43
"E005096" 0 1 0 0 0 1 0 1 0 0 3 8 5 40 23
"E005097" 0 0 0 0 0 0 1 0 0 0 1 3 2 16 1
"E005098" 0 0 0 0 0 1 0 0 0 0 2 9 8 28 35
"E005099" 0 0 0 0 0 0 0 1 0 0 2 4 4 20 74
"E005100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005104" 0 2 0 3 2 3 2 3 5 2 2 7 4 0 25
"E005105" 0 1 1 2 3 5 3 3 0 0 2 6 0 2 41
"E005106" 0 6 2 4 6 7 7 8 7 5 5 13 10 7 64
"E005107" 0 1 1 0 0 1 1 0 1 0 22 18 17 11 95
"E005108" 0 0 1 0 0 1 2 0 2 0 21 26 17 11 85
"E005109" 0 2 2 1 1 1 4 1 3 2 23 45 34 23 289
"E005110" 0 3 1 2 7 2 3 8 4 9 51 45 28 14 414
"E005111" 0 5 5 5 3 2 0 4 7 1 1 2 2 3 22
"E005112" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E005113" 0 6 2 1 2 0 0 0 0 0 1343 6151 8742 2540 53012
"E005114" 0 2 2 0 1 0 0 0 0 0 426 1840 2495 736 15483
"E005115" 0 0 0 0 0 0 0 0 0 1 0 1 5 2 60
"E005116" 0 0 0 0 0 0 0 0 0 0 1 3 3 0 21
"E005117" 0 1 2 0 0 1 0 1 0 0 8 24 10 5 182
"E005118" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"E005119" 0 0 2 0 0 0 1 0 0 0 0 1 1 0 0
"E005120" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"E005121" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005122" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005123" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"E005126" 0 0 21 11 1 0 2 7 8 0 7 2 0 0 1
"E005127" 0 0 11 4 0 0 0 3 2 1 0 3 0 0 0
"E005128" 0 0 12 5 4 1 0 1 6 0 1 2 0 0 16
"E005129" 0 0 3 2 0 0 0 1 1 0 1 1 1 0 0
"E005130" 0 0 4 8 0 1 1 2 2 0 1 3 3 2 0
"E005131" 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"E005132" 0 0 13 4 0 0 0 8 8 0 3 2 1 1 0
"E005133" 0 1 17 9 2 0 0 4 7 0 0 4 3 6 1
"E005134" 0 0 2 0 0 0 0 0 0 0 0 2 1 1 0
"E005135" 0 0 9 1 0 0 0 1 2 0 0 1 1 1 0
"E005136" 0 0 0 0 0 1 0 0 0 0 0 3 2 1 0
"E005137" 0 0 0 0 0 1 0 0 0 0 2 21 8 1 1
"E005138" 0 0 0 0 0 2 0 0 0 0 1 11 5 0 0
"E005139" 0 1 0 0 0 0 0 1 0 0 2 16 2 0 20
"E005140" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"E005141" 0 0 0 0 1 0 0 0 0 0 0 3 0 5 18
"E005142" 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1
"E005143" 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
"E005144" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005145" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005146" 0 0 0 1 0 0 0 0 0 0 1 1 1 2 0
"E005147" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005148" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005149" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"E005150" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E005151" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005152" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E005153" 0 0 0 0 0 0 0 0 0 0 1 1 0 1 20
"E005154" 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0
"E005155" 0 0 1 0 0 2 1 0 0 1 43 175 109 209 1309
"E005156" 0 0 0 0 0 0 0 0 0 1 33 111 87 111 713
"E005157" 0 0 0 0 0 0 0 0 0 0 10 50 5 3 23
"E005158" 0 0 0 0 0 1 0 0 2 0 40 252 29 12 227
"E005159" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1
"E005160" 0 0 0 0 0 1 1 0 0 0 13 2 0 4 0
"E005161" 0 1 0 0 0 3 1 0 0 1 22 2 1 6 21
"E005162" 0 0 0 0 1 1 1 0 0 0 4 0 0 2 0
"E005163" 0 0 0 0 0 0 0 0 0 0 3 2 0 1 0
"E005164" 0 0 0 0 0 0 1 0 2 3 5 10 5 15 228
"E005165" 0 0 0 0 0 0 0 0 0 2 1 27 4 7 88
"E005166" 0 0 0 0 0 0 0 0 0 2 0 30 6 3 2
"E005167" 0 0 0 0 0 0 0 0 0 3 3 12 8 2 122
"E005168" 0 0 0 0 0 0 0 0 1 3 18 66 35 40 880
"E005169" 0 0 0 0 0 0 1 0 2 3 5 10 5 15 228
"E005170" 0 0 0 0 0 0 0 0 0 2 1 27 4 7 88
"E005171" 0 0 0 0 0 0 0 0 0 1 0 1 0 2 41
"E005172" 0 0 0 0 0 0 0 0 0 3 3 12 8 2 122
"E005173" 0 0 0 0 0 0 0 0 1 3 18 66 35 40 880
"E005174" 0 0 0 0 0 0 0 0 0 0 19 13 27 23 55
"E005175" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"E005176" 0 0 0 0 0 0 0 0 0 0 2 10 9 0 52
"E005177" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"E005178" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E005179" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E005180" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E005181" 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
"E005182" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"E005183" 0 0 0 0 0 2 0 0 0 0 0 0 1 0 21
"E005184" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005185" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005186" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E005187" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E005188" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E005189" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E005190" 0 0 0 0 0 1 0 0 0 2 1 9 8 41 72
"E005191" 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"E005192" 0 0 0 0 0 0 1 0 1 1 3 26 1 0 0
"E005193" 0 0 0 0 0 0 0 0 0 1 10 23 33 50 142
"E005194" 0 0 0 0 0 0 0 0 0 0 12 9 27 54 161
"E005195" 0 0 0 0 0 0 0 0 0 0 14 34 62 76 273
"E005196" 0 1 0 0 0 0 0 0 0 0 12 35 49 77 458
"E005197" 0 0 0 0 0 0 0 0 1 1 7 31 27 40 195
"E005198" 0 0 1 0 0 0 0 0 1 0 12 29 49 72 291
"E005199" 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0
"E005200" 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0
"E005201" 0 0 0 0 0 0 0 0 0 0 0 1 1 1 20
"E005202" 0 0 0 0 0 0 0 0 0 0 0 2 2 3 41
"E005203" 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1
"E005204" 0 0 0 0 0 0 0 0 0 0 8 4 3 9 21
"E005205" 0 0 0 0 0 0 0 0 0 0 4 0 1 7 82
"E005206" 0 0 0 0 0 0 0 0 0 1 2 1 1 2 20
"E005207" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20
"E005208" 0 0 0 0 0 45 2 4 1 1 1 0 1 1 20
"E005209" 0 0 0 0 0 0 0 0 0 0 1 0 0 2 20
"E005210" 0 0 0 0 0 0 0 0 0 0 1 1 0 2 1
"E005211" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20
"E005212" 0 0 0 0 0 1 0 0 0 0 3 3 2 5 21
"E005213" 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0
"E005214" 0 0 0 0 0 0 0 0 0 0 1 1 1 1 20
"E005215" 0 0 0 0 0 0 0 0 0 0 1 2 3 2 32
"E005216" 0 0 0 0 0 0 0 0 0 0 0 1 1 1 12
"E005217" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E005218" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E005219" 0 0 0 0 0 0 0 0 0 0 2 27 16 16 81
"E005220" 0 0 0 0 0 0 0 0 0 0 5 18 15 22 75
"E005221" 0 0 0 0 0 0 1 0 0 0 9 42 23 24 284
"E005222" 0 0 0 0 0 0 0 0 0 0 321 647 186 23 733
"E005223" 0 0 0 0 0 0 0 0 0 0 82 242 68 8 301
"E005224" 0 0 0 0 0 0 0 0 0 0 146 289 81 11 411
"E005225" 0 0 0 0 0 0 0 0 0 0 140 313 129 15 464
"E005226" 0 0 0 0 0 0 0 0 0 0 17 143 83 22 240
"E005227" 0 0 1 0 1 0 0 0 0 0 511 2547 1679 556 8817
"E005228" 0 2 1 0 0 0 1 0 0 0 10 1262 352 182 802
"E005229" 0 0 0 0 0 0 0 0 0 0 0 4 2 1 23
"E005230" 0 0 0 0 0 0 0 0 0 0 2 24 4 3 35
"E005231" 0 0 0 0 0 0 0 0 0 0 5 31 5 5 48
"E005232" 0 0 1 0 0 0 0 0 0 3 351 1091 654 249 2746
"E005233" 0 0 1 0 0 0 0 0 0 4 542 1631 902 364 4143
"E005234" 0 4 8 0 0 2 0 0 4 24 8826 22528 11816 5550 85122
"E005235" 0 0 4 0 0 10 0 0 8 4 4962 11028 6114 2960 32260
"E005236" 0 0 1 0 0 0 0 0 0 4 547 1667 912 374 4227
"E005237" 0 1 0 0 1 3 2 1 0 2 9 53 59 84 355
"E005238" 0 7 31 7 20 26 26 13 18 34 5 9 32 20 26
"E005239" 0 0 1 0 0 2 1 0 2 1 1 0 1 3 1
"E005240" 0 0 0 0 0 0 0 0 0 0 24 129 93 99 811
"E005241" 0 0 0 0 0 1 1 1 0 0 32 168 139 97 689
"E005242" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 20
"E005243" 0 0 0 0 0 0 0 0 0 0 50 161 54 30 356
"E005244" 0 0 0 0 0 1 1 0 0 0 137 535 171 92 1241
"E005245" 0 0 0 0 0 0 0 0 0 0 68 285 82 52 730
"E005246" 0 0 0 0 0 0 0 0 0 0 45 220 66 39 573
"E005247" 0 0 0 0 0 0 0 0 0 0 95 361 177 68 1087
"E005248" 0 0 0 0 0 0 1 0 0 0 87 302 125 66 892
"E005249" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"E005250" 0 0 0 1 2 0 0 0 3 0 0 0 0 1 0
"E005251" 0 0 1 1 2 1 0 0 6 3 0 1 0 2 1
"E005252" 0 0 0 0 1 1 1 0 0 3 2 11 7 2 0
"E005253" 0 0 0 0 0 1 1 1 1 0 1 3 3 3 21
"E005254" 0 16 3 6 8 16 27 41 37 32 4 6 11 7 53
"E005255" 0 1 0 0 1 2 1 1 0 0 11 13 15 11 184
"E005256" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E005257" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E005258" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"E005259" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
